id,category,option,best_for,avoid_when,tradeoffs,tags,last_verified
UX256,Free Tailwind Kit,Meraki UI (https://merakiui.com),Free Tailwind components with first-class RTL support built in -- the strongest option here when the project needs Arabic/Hebrew/Persian layout support out of the box.,"Needing React-specific interactive state -- like Hyperui, this is markup-focused; wire up behavior separately.","Best RTL coverage of the free-kit options, narrower total component count than Hyperui/Origin UI.",component-library|free-tailwind-kit|tailwind|free|html|rtl|i18n,2026-07-04
UX257,Free Tailwind Kit,Mamba UI (https://mambaui.com),Another free Tailwind block/component catalog -- useful as a third opinion to compare against Hyperui/Origin UI for the same section when neither quite matches the brief.,Relying on it as the sole source for a large build -- smaller catalog and community than Hyperui/Preline; better as a supplement.,"Free and easy to browse, but the smallest catalog of the free-kit group listed here.",component-library|free-tailwind-kit|tailwind|free|html|marketing,2026-07-04
UX258,Free Tailwind Kit,daisyUI (https://daisyui.com),"Projects that want semantic Tailwind component classnames (btn, card, modal) plus a built-in theme-switcher system, framework-agnostic (works with plain HTML, React, Vue, Svelte alike).","Wanting fully bespoke, highly distinctive visuals straight out of the box -- daisyUI's default themes are recognizable; treat them as a starting point to restyle, per this skill's anti-generic-AI-design rule.","Fastest way to get a consistent, themeable component system with minimal markup, but the class-based approach is a different mental model than copy-paste JSX components (shadcn/ui-style) -- pick one approach per project, don't mix.",component-library|free-tailwind-kit|tailwind|free|theming|framework-agnostic,2026-07-04
UX259,Framework Component Library,Flowbite (https://flowbite.com),Tailwind component library with official React/Vue/Svelte/Angular bindings plus a free Figma design system -- good when the team wants matching design + code across multiple frameworks.,Assuming every block is free -- Flowbite has a paid Pro block library on top of the free core; verify which tier a given block belongs to before scoping.,"Broad framework support and a matching Figma kit is unusual among these options, at the cost of a less distinctive default visual style -- reskin before shipping.",component-library|framework-library|tailwind|react|vue|svelte|free|paid|figma,2026-07-04
UX260,Framework Component Library,"HeroUI, formerly NextUI (https://www.heroui.com)","A full React component library (not copy-paste markup) with built-in dark mode, accessibility, and animation via Tailwind Variants + Framer Motion -- good when the team prefers npm install + import over owning component source.","Wanting full control over every line of component code -- as an installed package (not copy-paste), customization goes through its theming/variant API rather than direct edits; if that's a blocker, prefer shadcn/ui instead.","Faster initial setup and consistent a11y/dark-mode behavior out of the box, but less ownership/customization depth than the copy-paste (shadcn/ui-family) libraries above.",component-library|framework-library|react|npm-install|dark-mode|accessible|free,2026-07-04
UX261,Framework Component Library,Cult UI (https://www.cult-ui.com),"shadcn/ui-based components with more interactive/animated flourishes than the official blocks page (e.g. direction-aware hover, dynamic islands) -- a middle ground between plain shadcn/ui and full animation-first libraries.","Needing the largest possible component count -- smaller, more curated catalog than Origin UI or Shadcnblocks.com.","Well-curated and shadcn/ui-compatible (owns code in-repo), but the smaller catalog means more gaps to fill from other sources on a full build.",component-library|framework-library|react|tailwind|shadcn|animation|free,2026-07-04
UX262,Dashboard / Data Viz,Tremor (https://tremor.so),"Purpose-built React component library for dashboards and analytics UI -- charts, KPI cards, data tables -- when the project's core UI problem is presenting data, not marketing. The core component set (35+ components) is free and open-source; a separate premium block library (300+ templates) also exists on top of it.","Building a marketing/landing page -- Tremor is scoped to dashboard/data-viz UI specifically, not general-purpose sections.","Far less assembly work than hand-rolling charts with a raw charting library, but narrower scope than the general-purpose libraries above -- pair with shadcn/ui or Preline for the surrounding app chrome.",component-library|dashboard|charts|data-viz|react|tailwind|free,2026-07-04
UX263,Selection Guide,"Need: fastest to ship, no design decisions left to make",shadcn/ui Blocks or Shadcnblocks.com (official/paid full pages) first; fall back to 21st.dev search for a specific missing section.,Skipping the reskin step because it shipped fast -- 'fast' and 'distinctive' are different goals; still run it past frontend-distinctiveness.md.,Speed over distinctiveness by default -- explicitly flag this tradeoff to the user before choosing this path for brand-forward work.,selection-guide|speed|page-blocks|shadcn,2026-07-04
UX264,Selection Guide,Need: strong animated marketing 'wow factor',"Aceternity UI or Magic UI for full sections, Motion Primitives if you need to compose something custom from smaller pieces.","The brand's Design DNA calls for restraint (e.g. luxury-minimal, corporate-clean styles) -- heavy motion actively fights those aesthetics; check style-vocabulary.csv first.","High visual impact for cost of bundle size and Core Web Vitals risk (INP/CLS) -- test performance after integrating, not just before.",selection-guide|animation|marketing|aceternity|magic-ui|motion-primitives,2026-07-04
UX265,Selection Guide,"Need: zero budget, framework-agnostic markup only","Hyperui, Origin UI, Meraki UI (RTL), or Mamba UI, in that rough order of catalog size -- Origin UI if already committed to shadcn/ui's ownership model, Hyperui otherwise.","The project needs built-in JS interactivity (dropdowns, modals with state) -- these ship markup only; budget the wiring-up time.","No license cost, but more integration labor than a framework component library with built-in behavior.",selection-guide|free|budget|hyperui|origin-ui|meraki-ui|mamba-ui,2026-07-04
UX266,Selection Guide,Need: data-dense dashboard/admin panel,Tremor for charts/KPI cards + shadcn/ui Blocks or Preline for the surrounding sidebar/table/form chrome.,Reaching for an animation-first library (Aceternity/Magic UI) here -- motion competes with scanability in dense data UI; keep dashboards calm per the data-dense-dashboard style guidance.,Combining two libraries (data-viz + app chrome) covers the full screen but means reconciling two different token/theming systems -- normalize colors/spacing after integration.,selection-guide|dashboard|tremor|preline|shadcn,2026-07-04
UX267,Selection Guide,Need: multi-framework or non-React project (Vue/Svelte/Angular),Flowbite (official Vue/Svelte/Angular bindings) or daisyUI (framework-agnostic classnames) -- most of the other libraries in this file are React/shadcn-specific.,"Assuming a shadcn/ui-ecosystem library (21st.dev, Aceternity, Origin UI, Cult UI) will port cleanly to Vue/Svelte -- they're React-only; don't promise portability without checking.","Narrower selection than the React-first ecosystem, but avoids a framework mismatch mid-build.",selection-guide|vue|svelte|angular|flowbite|daisyui,2026-07-04
UX268,Selection Guide,"Need: fast first-draft from a prompt/sketch, will hand-refine after","v0.dev for a prompt-to-code first pass, or 21st.dev's AI mode -- both output shadcn/ui-compatible React, so the result still fits the rest of this file's ecosystem.","Shipping the first-pass output as final -- always run it through the testing/a11y checklist and a manual design review before calling it done; generated code is a draft, not a deliverable.","Big head start over a blank page, but requires disciplined human review after -- budget that review time in the estimate, don't treat AI generation as free.",selection-guide|ai-generator|v0|21st-dev|prototyping,2026-07-04
