id,category,option,best_for,avoid_when,tradeoffs,tags,last_verified
UX011,Semantic,Status Colors Distinct From Brand Accent (never reuse the primary brand color for success/error/warning),"Every product with any status/feedback UI — success, warning, error, and info states get their own dedicated colors, separate from whatever the brand's primary accent is","A single-status product with no real success/error/warning distinction needed — rare, but worth confirming before adding unused semantic tokens",Reusing the brand accent for 'success' means a user can't distinguish 'this is our brand color' from 'this succeeded' — dedicated semantic colors remove that ambiguity entirely,semantic-color|status|accessibility,2026-07-03
UX012,Semantic,Color Never the Only Signal (pair with icon/text/pattern),"Every status/state indicator — this is QA034 applied to color-system design specifically: color reinforces meaning, it doesn't solely carry it","Never applicable to skip — this is a WCAG requirement (1.4.1), not a stylistic choice",A colorblind user (roughly 1 in 12 men) must be able to tell success from error without relying on hue alone — icon shape or text label alongside color closes this gap entirely,color-accessibility|semantic|wcag,2026-07-03
UX013,Dark Mode,"Near-Black, Not Pure Black, for Dark Mode Backgrounds (#0A0A0B-#151517 range)",Every dark mode implementation — pure #000000 backgrounds create harsh contrast against white text and can cause halation/glow effects for some users,"A deliberately extreme high-contrast aesthetic (the brutalist palette, UX003) where pure black is the intended effect","Near-black reduces eye strain on OLED and LCD alike while still reading as 'dark mode,' and gives more room for elevation/depth via slightly lighter surface layers than pure black allows",dark-mode|near-black|eye-strain,2026-07-03
UX014,Dark Mode,"Desaturate Accent Colors for Dark Backgrounds, Don't Reuse Light-Mode Values",Every dark mode implementation with a saturated brand accent — a fully saturated color that works on white can vibrate/glow uncomfortably against near-black,A muted/desaturated palette to begin with (UX005/UX006) where light-mode accents are already dark-mode-safe,"Directly porting light-mode accent values to dark mode is a common, visible tell of an unfinished dark mode — slightly desaturating and often slightly lightening the accent for dark backgrounds reads as intentional rather than inverted",dark-mode|color-adaptation|accent,2026-07-03
UX015,Industry-Specific,Fintech: Deep Blue/Navy + Confident Green (avoid red except for real loss/error states),Financial products wanting to signal trust and stability through established color association,A fintech brand deliberately positioning against stodgy incumbents — an unconventional palette can itself be the differentiation strategy there,"Navy/green carries strong pre-existing trust associations in financial contexts; deviating from it is a legitimate choice but should be deliberate, not accidental",fintech|trust|industry-convention,2026-07-03
UX016,Industry-Specific,Healthcare: Soft Blue/Teal + High-Legibility Neutral (avoid clinical stark white/gray alone),"Healthcare and wellness products needing to feel both credible and calming, not sterile",A healthcare brand targeting clinicians/professionals rather than patients — that audience often responds better to the more clinical/technical palette (UX002),Soft blue/teal reads as calming without sacrificing the credibility signal blue carries broadly across healthcare contexts,healthcare|calming|credibility,2026-07-03
UX017,Accent Strategy,"One Accent Color, Used Consistently for Every Interactive Element","Any product wanting a coherent, learnable interface — the accent color becomes a reliable signal for 'this is clickable/interactive'","A product with genuinely distinct interaction categories needing visual differentiation (e.g. destructive vs. primary actions) — those still get their own semantic colors (UX011), the single-accent rule applies to primary/default interactive elements","Consistency here does real usability work: once a user learns 'the accent color means interactive,' that pattern holds everywhere, reducing cognitive load across the whole product",accent-color|consistency|interaction-design,2026-07-03
UX018,Accent Strategy,"Accent Color Chosen to Contrast the Category Norm, Not Follow It","Establishing distinctiveness in a crowded category — if every competitor uses blue, a deliberately different accent (not necessarily bold, just different) is free differentiation",A regulated/trust-dependent category where the color convention (e.g. fintech blue) carries real trust signaling that's risky to deviate from without strong justification,"This is the single highest-leverage, lowest-cost distinctiveness lever available — before reaching for unusual layouts or typography, check whether the palette itself is just doing what every competitor already does",differentiation|category-norms|accent-strategy,2026-07-03
UX019,Texture/Depth,Subtle Grain/Noise Texture Over Flat Color Fields,"Editorial and premium-feeling brand surfaces wanting to avoid the perfectly flat, slightly sterile look of pure flat design","Data-dense UI (dashboards, tables) where texture would add visual noise without benefit","A small amount of grain (1-3% opacity noise) breaks up perfectly flat color fields in a way that reads as intentional/crafted rather than a rendering artifact — a specific, cheap technique for making flat design feel less generic",texture|grain|premium-feel,2026-07-03
UX020,Texture/Depth,Layered Soft Shadows Over Hard Borders for Elevation,"Product surfaces wanting a softer, more tactile feel than sharp 1px borders everywhere",A brutalist or sharp-edged aesthetic (UX003) where hard borders are the intended effect,"Multiple soft, low-opacity shadow layers (rather than one hard shadow or a border) read as more considered and less like a default component library's out-of-the-box card style",shadows|elevation|depth,2026-07-03
UX088,Dark-Led,"Near-Black SaaS Dark (#0B0B0E base, #131318 surfaces, #E7E7EA text, one electric accent like violet or cyan -- e.g. #5E6AD2)","Developer tools, AI products, and technical SaaS wanting the modern dark-product feel with clear surface layering","Content-heavy reading experiences (docs, blogs) where sustained dark-mode reading fatigues some users — offer a light mode instead of forcing dark","Reads current and technical; the electric accent must clear WCAG contrast on the near-black base, and pure #000 should be avoided in favor of slightly-lifted blacks",dark-mode|saas|developer-tools,2026-07-03
UX089,Dark-Led,"Neon-on-Charcoal (#1A1A1E base, saturated neon accent #C6FF4F or #FF5CAA family, muted mid-grays)","Gaming, creator-economy, and youth-oriented brands wanting energy on a dark base without full cyberpunk cliché",Professional-services or finance contexts where neon reads unserious; also fails if used for large text blocks instead of accents only,"High memorability from one loud accent; discipline required — neon works as punctuation, and everywhere it appears it must remain an accent, never a text color at body sizes",neon|dark|creator|gaming,2026-07-03
UX090,Neutral-Led,"E-Ink Paper (#FAFAF7 base, #222 text, no saturated accent — hierarchy from weight and rules only)","Long-form reading products, docs sites, and writing tools wanting maximum calm and zero visual noise","Marketing/landing pages needing a conversion CTA to pop — with no accent color, buttons can't visually outrank body content",The most restful palette possible and inherently distinctive because almost nobody ships zero-accent; demands excellent typography since type carries all hierarchy,e-ink|minimal|reading|no-accent,2026-07-03
UX091,Warm-Led,"Terracotta + Cream (#C4633A accent, #FBF6EF base, #3A2E28 text)","Hospitality, food, artisan/craft, and lifestyle brands wanting earthy warmth that doesn't read as a default template","Technical/precision products (fintech dashboards, dev tools) where earthiness undercuts the accuracy signal","Immediately warmer and more human than any default palette; terracotta saturation must be tuned carefully — too bright reads orange-alert, too muted reads brown-dull",terracotta|warm|hospitality|artisan,2026-07-03
UX092,Color-Led,"Pastel Professional (#EDE7F6 or #E3F2FD wash base, deep ink text #1B1B2F, one mid-saturation accent)","Health, HR, education, and consumer-fintech products wanting approachable softness while staying credible","Luxury or authority-driven brands (legal, enterprise security) where pastel softness undermines gravitas",Softens intimidating domains effectively; the deep ink text is what keeps it professional — pastel text on pastel base is the failure mode to avoid,pastel|approachable|health|education,2026-07-03
UX093,Color-Led,"Deep Forest + Brass (#1E3A2F base or accent, #C9A227 metallic accent, warm off-white)","Premium positioning: boutique consultancies, high-end e-commerce, heritage brands","Playful or budget-positioned products — this palette signals expensive, which backfires if the price point doesn't match","Instantly premium and rarely seen in SaaS (distinctive by scarcity); brass/gold accents render inconsistently across screens so test on real devices, not just design tools",forest|brass|premium|heritage,2026-07-03
UX094,Color-Led,"Monochrome + Single Red (grayscale everything, one pure red accent used at most once per screen)","Portfolio, agency, and editorial-design contexts wanting maximal restraint with one deliberate shock",Products with existing multi-color semantic needs (status greens/yellows/reds) — the lone red collides with error semantics,"The strictest accent discipline there is, and unforgettable when held; requires genuine restraint since the second red on a screen destroys the entire system",monochrome|red-accent|editorial|restraint,2026-07-03
UX095,Dark-Led,"Deep Ocean Gradient (#0A1628 to #14324F range as layered surfaces, aqua accent)","Data products, analytics, and science/climate brands wanting depth without flat black",Interfaces with dense data tables — gradient surfaces behind tabular data hurt scanability; keep gradients on marketing/nav chrome only,Layered blues create depth that flat dark themes lack; must define solid-color fallbacks for content surfaces or readability suffers,ocean|gradient|data|analytics,2026-07-03
UX096,Warm-Led,"Sun-Bleached Mediterranean (#F6EFE4 base, #2E5E63 teal-ink, #D97742 accent)","Travel, wellness, and lifestyle brands wanting warmth with more sophistication than default beige",Cold-climate or high-tech positioning where the vacation warmth is off-brand,Evokes place and warmth without stock-photo clichés doing the work; the teal-ink text is the distinctive move — pure black here would flatten the whole palette,mediterranean|travel|wellness|warm,2026-07-03
UX097,Color-Led,"High-Vis Utility (#F5F5F2 base, #111 text, safety-yellow #EAB308 + one cool blue as paired accents)","Logistics, construction-tech, field-service, and industrial SaaS wanting an honest utilitarian identity","Luxury, wellness, or calm-seeking contexts — high-vis energy reads industrial by design","Ownable in B2B industrial where everyone else ships corporate blue; two accents need strict role separation (yellow = action/warning, blue = information) or the system muddles",high-vis|industrial|logistics|utility,2026-07-03
