id,category,option,best_for,avoid_when,tradeoffs,tags,last_verified
UX140,Structural,"Industrial / utility — shipping-label aesthetics: mono labels, visible borders, stencil type, safety-color accents, no softness","Logistics, dev-infra, hardware, and field-service brands wanting honest tool energy","Comfort-seeking consumer contexts (wellness, hospitality) — utility reads cold there","Ownable in B2B where competitors ship corporate-clean; the borders-everywhere approach needs a strict grid or it reads cluttered","industrial|utility|mono-labels|radius-none|shadow-none|border-heavy|density-tight",2026-07-04
UX141,Dark & Technical,"Dark-technical — near-black layered surfaces, single electric accent, mono details, precise hairlines (the Linear-era product look)","Dev tools, AI products, and pro-audience SaaS wanting modern technical credibility","Mass-market or older audiences where dark UI reads as hard to see; also the fastest-saturating look in SaaS right now","Currently the highest-credibility product aesthetic for technical buyers; so widespread that palette/type alone won't differentiate — needs a signature element on top","dark-technical|product|electric-accent|radius-soft|shadow-flat|border-hairline|density-tight",2026-07-04
UX142,Dark & Technical,"Terminal / mono — all-monospace, phosphor green/amber on black options, ASCII decoration, blinking-cursor affordances","CLI-adjacent tools, hacker-culture brands, security products, and retro-computing plays","Long-form reading and non-technical audiences — mono body text at length is measurably harder to read","Total commitment version of dark-technical with stronger nostalgia pull; the gimmick ceiling is real, so functional surfaces usually need a proportional escape hatch","terminal|monospace|retro-computing|radius-none|shadow-none|border-hairline|density-tight",2026-07-04
UX143,Minimal,"Luxury-minimal — vast whitespace, hairline rules, small refined type, muted palette, few words, no visible UI enthusiasm","High-end fashion, jewelry, architecture, and premium services where restraint is the signal","Feature-rich products needing explanation — luxury-minimal refuses to explain, which loses complex sales","Whitespace as wealth signaling works; conversion elements (CTAs, forms) fight the aesthetic, so commerce needs careful exception design","luxury|minimal|whitespace|radius-none|shadow-none|border-hairline|density-airy",2026-07-04
UX144,Minimal,"E-ink / paper — warm paper white, near-black text, zero saturated accents, hierarchy purely from type weight and rules","Reading apps, writing tools, docs, and calm-tech products (palette twin of UX090)","Conversion-driven pages needing a CTA to visually outrank content","Deepest-calm aesthetic available and inherently anti-template; demands flawless typography since type is the only design material left","e-ink|paper|calm|radius-none|shadow-none|border-hairline|density-airy",2026-07-04
UX145,Minimal,"Flat 2.0 — flat surfaces with pragmatic concessions: subtle shadows for interactive layers only, solid colors, simple geometry","General-purpose product UI wanting clean modern neutrality without strong stylistic commitment","Brand-forward surfaces that need memorability — flat 2.0 is deliberately unmemorable middle ground","Safe, fast, accessible baseline; it is the default look this skill's distinctiveness module exists to push past, so pair with a signature element or palette","flat|neutral|baseline|radius-soft|shadow-flat|border-hairline",2026-07-04
UX146,Corporate,"Corporate-clean — soft radii, gentle shadows, blue-family trust palette, illustration system, generous friendly spacing","Enterprise sales-led products, banking, insurance — contexts where familiar equals trustworthy","Anywhere differentiation matters more than reassurance — this is the most templated look in B2B","Deliberately unthreatening and procurement-friendly; distinctiveness must come from copy voice and one owned element or it is invisible","corporate|trust|enterprise|radius-soft|shadow-soft|density-airy",2026-07-04
UX147,Playful,"Playful-rounded — everything-is-a-pill geometry, bouncy motion, saturated cheerful palette, chunky friendly type","Consumer social, food delivery, kids-adjacent, and any brand selling fun","Professional/expert tools — the aesthetic caps perceived seriousness on purpose","Warmth and approachability are immediate; system needs the roundedness applied with discipline (one radius token, not per-component whims) to stay considered","playful|rounded|cheerful|radius-pill|shadow-soft|density-airy",2026-07-04
UX148,Playful,"Memphis — 80s design-group revival: squiggles, confetti shapes, clashing brights, patterned chaos on a controlled grid","Event brands, creative-tool marketing, and youth campaigns wanting deliberate visual noise","Sustained product UI — Memphis is a campaign/party aesthetic, exhausting at daily-use dosage","Unmistakably energetic and fun; the controlled grid underneath is what separates it from actual chaos, and it dates as fast as it delights","memphis|confetti|campaign|radius-soft|shadow-hard|border-heavy",2026-07-04
UX149,Retro,"Y2K — chrome gradients, bubble type, iridescent surfaces, early-web optimism artifacts (bevels, glows, sparkles)","Gen-Z consumer brands, music/fashion, and nostalgia-driven campaigns","Trust-critical or timeless-seeking contexts — Y2K is a dated-on-purpose statement with a shelf life","Strong generational resonance right now; gradient/glow abuse tanks readability fast, so text layers need protected contrast zones","y2k|chrome|nostalgia|radius-pill|shadow-soft|border-hairline",2026-07-04
UX150,Retro,"Vaporwave — pink/cyan dusk palette, grid horizons, classical-statue irony, VHS artifacts, deliberate kitsch","Music, streetwear, and internet-culture brands fluent in the irony","Any brand that means things sincerely — vaporwave's whole register is ironic distance","Deep subculture credibility with the right audience; completely alienating outside it, and sincerity attempts in this skin read as missing the joke","vaporwave|retrowave|irony|radius-soft|shadow-hard",2026-07-04
UX151,Retro,"Retro-futurism — space-age optimism: atomic shapes, orbit lines, warm oranges with deep browns, rounded technical forms","Aerospace-adjacent, coffee/beer packaging-led brands, and products selling optimistic futures","Cutting-edge-tech positioning — retro-future says 'the future as imagined then', not 'the future now'","Warmly distinctive with built-in storytelling; the palette and shape language must stay period-coherent or it collapses into generic vintage","retro-futurism|atomic|space-age|radius-pill|shadow-flat|border-heavy",2026-07-04
UX152,Expressive,"Organic / hand-crafted — irregular blob shapes, hand-drawn strokes and underlines, textured grain, humanist warmth","Wellness, sustainability, artisan food, and indie products countering algorithmic slickness","Precision-signaling domains (fintech dashboards, security) where wobble undermines accuracy","The strongest available antidote to AI-generated sameness; hand-drawn assets must be genuinely custom — stock squiggles defeat the entire point","organic|hand-drawn|humanist|radius-soft|shadow-none|border-hairline",2026-07-04
UX153,Expressive,"Maximalism — dense layered composition: patterns on patterns, multiple type families, saturated everything, controlled sensory overload","Fashion, entertainment, and editorial statements where more-is-more is the brand argument","Task-focused UI and accessibility-sensitive contexts — cognitive load is the aesthetic's raw material","When it works it is unforgettable and unclonable; the hardest style to execute — requires a strong underlying grid and hierarchy or it is just clutter","maximalism|dense|layered|density-tight|shadow-hard|border-heavy|radius-soft",2026-07-04
UX154,Expressive,"Gradient-mesh / aurora — soft multi-color mesh backgrounds, floating luminous blobs, airy glass-adjacent foreground","AI products, creative tools, and modern SaaS marketing wanting optimistic energy without hard edges","Dense functional UI — mesh backgrounds behind data are noise; also rapidly becoming the default AI-product look","Beautiful and current with low asset cost (pure CSS/SVG); saturation across the industry means it needs a distinctive palette or signature element to not read template","gradient-mesh|aurora|ai-era|radius-pill|shadow-soft|density-airy",2026-07-04
