id,category,check,description,why_it_matters,severity,tags,last_verified
SEO011,HTTPS & Security,"Entire site served over HTTPS with no mixed content","Every page and every resource on the page (images, scripts, styles) loads over HTTPS, with HTTP automatically redirecting to HTTPS","HTTPS is a confirmed ranking signal and mixed content triggers browser security warnings that damage user trust — this should be a completely solved problem on any current site","Critical","https|mixed-content",2026-07-03
SEO012,HTTPS & Security,"HSTS header set to enforce HTTPS on repeat visits","Strict-Transport-Security header is present (this is SEC018's security-headers baseline applied specifically to its SEO-relevant benefit)","Beyond the security benefit (SEC008), HSTS eliminates the HTTP-to-HTTPS redirect hop on repeat visits, a small but real performance/UX improvement","Low","hsts|performance",2026-07-03
SEO013,Mobile,"Mobile-first indexing verified — mobile version has full content parity with desktop","Google indexes primarily using the mobile version of a page — confirm the mobile rendering includes all content, structured data, and links present on desktop, not a stripped-down subset","A mobile page missing content present on desktop effectively removes that content from what search engines actually index, even if desktop looks complete","Critical","mobile-first-indexing|content-parity",2026-07-03
SEO014,Mobile,"Viewport meta tag configured correctly, no horizontal scroll on mobile","width=device-width, initial-scale=1 is set and no page content causes horizontal scrolling on mobile viewports","This is table stakes for both mobile usability signals and basic user experience — a horizontal-scroll bug is highly visible and easy to catch, so its presence usually signals a broader QA gap","High","mobile-viewport|responsive-design",2026-07-03
SEO015,JavaScript Rendering,"Critical content and links are present in the initial server response, not only client-rendered","Primary content and internal links are visible in the raw HTML response (via SSR/SSG) rather than requiring JavaScript execution to appear","While major search engines do render JavaScript, rendering is a separate, delayed, resource-constrained pass — critical content client-rendered-only risks slower indexing and is a real risk for other crawlers (AI crawlers, some social previews) that render less reliably","High","javascript-rendering|ssr",2026-07-03
SEO016,JavaScript Rendering,"No content hidden behind a required user interaction for indexing purposes","Content meant to be indexed (not deliberately gated content) doesn't require a click, hover, or scroll-triggered lazy-load beyond what search engine renderers reliably execute","Interaction-gated content is a common way meaningful page content becomes invisible to crawlers even when the site looks fine to a human visitor","Medium","javascript-rendering|content-visibility",2026-07-03
SEO017,Site Structure,"Logical, shallow URL hierarchy — important pages reachable within 3 clicks from the homepage","Site architecture keeps important pages a small number of clicks from the homepage, reflected in both navigation and URL structure","Pages buried deep in the site architecture receive less crawl frequency and less inherited internal-link authority than pages closer to the homepage","Medium","site-architecture|url-hierarchy",2026-07-03
SEO018,Site Structure,"Breadcrumb navigation present and marked up with BreadcrumbList schema","Pages beyond the top level show breadcrumb navigation reflecting their place in the site hierarchy, with matching structured data","Breadcrumbs help both users and crawlers understand site structure, and BreadcrumbList schema can produce a breadcrumb trail directly in search results","Low","breadcrumbs|schema|navigation",2026-07-03
SEO019,International SEO,"hreflang implemented correctly for any multi-language/multi-region content","Pages targeting different languages/regions use hreflang tags with correct language-region codes and reciprocal linking between all variants including a self-reference","Incorrect hreflang (missing reciprocal links, wrong codes, missing self-reference) is one of the most common international SEO implementation errors and can cause the wrong regional page to rank in the wrong market","High","hreflang|international-seo",2026-07-03
SEO020,International SEO,"Language/region detection doesn't force-redirect based on IP/browser locale alone","Users and crawlers can access any language/region version directly by URL, without being forcibly redirected based solely on detected location","Forced geo/locale redirects can prevent crawlers from accessing and indexing non-default regional versions at all, and frustrate users wanting a specific version deliberately","Medium","hreflang|forced-redirects",2026-07-03
SEO021,Page Speed,"Server response time (TTFB) is fast, not just client-side rendering","Time to First Byte is measured and optimized independently of client-side rendering performance — a fast frontend can't compensate for a slow server response","TTFB is foundational to every downstream performance metric (LCP can't beat TTFB) and is also a factor search engines weigh directly, separate from the Core Web Vitals covered in `QA040`-`QA042`","High","ttfb|server-performance",2026-07-03
SEO022,Page Speed,"Render-blocking resources minimized on the critical path (see QA048)","This is `QA048` restated with its SEO-specific framing — render-blocking CSS/JS on the critical path directly delays both LCP and search engines' ability to assess above-the-fold content quickly","Slow-rendering pages both rank worse (Core Web Vitals is a ranking signal) and get less thorough crawling within a given crawl budget window","High","render-blocking|performance|core-web-vitals",2026-07-03
SEO023,Structured Data,"Structured data validates without errors (Rich Results Test / Schema Validator)","Every schema.org markup block on the site passes validation with no errors, checked after any template or CMS change that could affect it","Invalid structured data doesn't just fail to earn rich results — in some cases a sufficiently broken implementation can trigger a manual action for structured data spam if it materially misrepresents the page","High","structured-data|validation",2026-07-03
SEO024,Structured Data,"Structured data accurately reflects visible page content","Every fact asserted in JSON-LD (price, rating, availability, author) matches what's actually visible on the rendered page — see `EC024`'s inventory-sync-specific version of this","Structured data that doesn't match visible content violates Google's structured data guidelines and risks losing rich-result eligibility or a manual action","High","structured-data|content-accuracy",2026-07-03
SEO025,Log File Analysis,"Crawler behavior monitored via server logs, not assumed from Search Console alone","For larger/established sites, raw server logs are periodically analyzed to see which pages search engine crawlers actually visit and how often, not inferred solely from Search Console's sampled reporting","Search Console data is sampled and delayed — log files show ground-truth crawler behavior, revealing crawl budget waste or unexpected blocking that dashboard tools can miss entirely","Low","log-file-analysis|crawl-monitoring",2026-07-03
SEO026,404s & Error Handling,"Custom 404 page exists and returns a genuine 404 status code","Broken URLs show a helpful custom error page while the underlying HTTP status code is genuinely 404 (not 200 with 404-looking content — a 'soft 404')","A soft 404 (returning 200 for a not-found page) confuses crawlers into treating broken pages as valid content, polluting the index with error pages","Medium","404-errors|soft-404s",2026-07-03
SEO027,404s & Error Handling,"Broken internal links found and fixed proactively","Internal links pointing to 404s or redirect chains are found via a periodic crawl and fixed, not left to accumulate indefinitely","Broken internal links waste crawl budget, dilute internal link equity, and directly hurt user experience for anyone who clicks them","Medium","broken-links|site-maintenance",2026-07-03
SEO028,Duplicate Content,"No substantial duplicate content across pages without canonicalization","Pages with substantially similar content (print versions, tracking-parameter variants, staging content indexed accidentally) are consolidated via canonical tags or 301s, not left as separate indexable pages","Duplicate content dilutes ranking signal across multiple URLs instead of consolidating it onto the one page that should actually rank","Medium","duplicate-content|canonicalization",2026-07-03
SEO029,Site Migration,"Migration/redesign includes a full URL redirect map, not just a domain swap","Any domain change, URL structure change, or platform migration maps every old URL to its new equivalent with 301 redirects before launch, not left to 404 or handled reactively afterward","Un-redirected migrations are one of the most common causes of a sudden, severe organic traffic drop — this is entirely preventable with proper pre-launch planning","Critical","site-migration|redirect-mapping",2026-07-03
SEO030,Site Migration,"Search Console change-of-address / new property set up and monitored post-migration","After a domain or major structural migration, Search Console is updated (change of address tool where applicable) and crawl/index status is monitored closely for the following weeks","Migration-related ranking drops are far easier to diagnose and recover from when caught within days via active monitoring rather than discovered weeks later via a traffic report","High","site-migration|search-console|monitoring",2026-07-03
SEO031,AI Crawler Access,"AI crawlers (GPTBot, PerplexityBot, ClaudeBot, etc.) are deliberately allowed or blocked, not left to CMS defaults","robots.txt explicitly makes a deliberate decision about each major AI crawler rather than inheriting whatever a CMS or hosting platform defaulted to","An unreviewed default can either accidentally block AI crawlers from a site wanting AI-search visibility, or accidentally allow crawlers a site owner would have preferred to restrict — this is a decision worth making explicitly, not by default","Medium","ai-crawlers|robots-txt|geo",2026-07-03
SEO032,AI Crawler Access,"llms.txt present for sites prioritizing AI-search/LLM citability","A llms.txt file at the domain root provides a curated, LLM-friendly summary of the site's key content and structure, following the emerging llms.txt convention","For sites where AI Overviews/ChatGPT/Perplexity citation matters as a traffic source, llms.txt is a low-cost, emerging signal that helps LLM-based crawlers understand site structure faster than inferring it from a full crawl","Low","llms-txt|geo|ai-search",2026-07-03
SEO033,Performance Monitoring,"Core Web Vitals monitored via field data (CrUX), not lab scores alone","This is `QA050` applied to SEO specifically — Google's ranking systems use field data (Chrome UX Report), not Lighthouse lab scores, so field data is what should be monitored for SEO purposes","A page can look great in a local Lighthouse run and still be a Core Web Vitals ranking liability if real users on real devices/networks experience it differently","High","core-web-vitals|field-data|crux",2026-07-03
SEO034,Content Freshness Signals,"Publish and last-modified dates are accurate and exposed via structured data","Article/BlogPosting schema's datePublished and dateModified fields reflect genuine publish/update dates, not artificially bumped dates with no real content change","Search engines have become more resistant to freshness-gaming (bumping a date with no real update) — accurate dates build trust signal over time, while detected gaming can work against a site's credibility","Medium","freshness|structured-data|dates",2026-07-03
