id,category,check,description,why_it_matters,severity,tags,last_verified
ADS011,Performance Max,"AI Brief / text customization used to guide PMax messaging, not left fully automated with generic assets","Where the AI Brief / asset customization tools are available, they're used to steer PMax's generated messaging toward the actual value proposition rather than leaving fully generic default assets to be auto-combined","Fully generic PMax assets with no brand-specific input produce fully generic ad combinations — the tools to guide this exist and are underused relative to their impact","Medium","performance-max|ai-brief|creative-guidance",2026-07-03
ADS012,Bidding Strategy,"Bidding strategy matches actual business goal (ROAS target reflects real margin, CPA target reflects real economics)","Target ROAS/CPA values entered into Smart Bidding reflect the account's actual unit economics (margin, LTV), not an arbitrary or aspirational number disconnected from what the business can sustain","A ROAS/CPA target set too aggressively either starves the campaign of volume (target unreachable) or, set too loosely, wastes spend on unprofitable conversions — this needs to be grounded in real numbers","Critical","bidding-strategy|troas|tcpa|unit-economics",2026-07-03
ADS013,Bidding Strategy,"Sufficient learning-phase conversion volume before judging a new bidding strategy's performance","A newly launched or recently-changed Smart Bidding strategy is given adequate time and conversion volume (commonly cited as roughly 2-4 weeks / 30+ conversions, though this varies) before being judged as underperforming and changed again","Repeatedly changing bidding strategy before it exits the learning phase resets the algorithm's learning each time, producing consistently mediocre performance that never reflects the strategy's actual steady-state potential","High","learning-phase|bidding-strategy|patience",2026-07-03
ADS014,Ad Assets,"Ad strength rated Good/Excellent, with diverse, non-redundant asset variations","Responsive Search/Display ad assets include genuinely varied headlines and descriptions (not near-duplicates of each other) sufficient to earn a Good/Excellent ad strength rating","Redundant, low-diversity assets limit Google's ability to test and serve the best-performing combination, and correlate with weaker overall ad performance beyond just the ad-strength score itself","Medium","ad-strength|responsive-search-ads|asset-diversity",2026-07-03
ADS015,Ad Assets,"All relevant ad extensions/assets enabled (sitelinks, callouts, structured snippets, images)","Available ad assets (sitelinks, callouts, structured snippets, price, image assets where applicable) are configured, not left at the bare minimum","Ad assets increase ad real estate on the results page and are a factor in ad rank — leaving them unconfigured is free performance left unclaimed","Medium","ad-extensions|ad-assets|ad-rank",2026-07-03
ADS016,Audience Signals,"First-party audience data (customer match, site visitors) used to inform Smart Bidding, not ignored","Available first-party data (customer lists, remarketing audiences) is uploaded and used as an audience signal for Smart Bidding/PMax, not left unused while the account relies solely on Google's own signals","First-party audience signals give Smart Bidding a meaningfully stronger starting point than cold automated targeting alone, particularly valuable given increasing third-party signal loss","Medium","audience-signals|first-party-data|customer-match",2026-07-03
ADS017,Landing Pages,"Ad-to-landing-page message match verified for the top-spending campaigns","The landing page a top-spending ad points to genuinely matches the ad's specific offer/message, not a generic homepage or a page discussing a different product","Message mismatch between ad and landing page directly hurts both Quality Score (`ADS008`) and conversion rate — a click that lands somewhere unexpected is a wasted click even if the ad itself performed well","High","message-match|landing-page|quality-score",2026-07-03
ADS018,Negative Keywords,"Shared negative keyword lists used for account-wide exclusions (competitor brand terms, irrelevant intent)","Common exclusions that apply across many/all campaigns (competitor brand names, clearly irrelevant intent terms like 'free' or 'jobs' where not relevant) are maintained as a shared list rather than duplicated per campaign","Shared lists ensure a new campaign automatically inherits established exclusions rather than requiring the same negative keyword work to be redone (and potentially forgotten) for every new campaign","Low","negative-keywords|shared-lists|efficiency",2026-07-03
ADS019,Settings,"Location targeting matches actual serviceable area, 'Presence' targeting confirmed deliberately vs 'Presence or Interest'","Location targeting settings are reviewed explicitly — the difference between targeting people physically present in a location versus people merely interested in it can matter significantly for a local/service-area business","Getting this setting wrong for a local business can mean paying for clicks from users who were never actually reachable/serviceable, a subtle and easy-to-miss budget leak","Medium","location-targeting|settings|local-business",2026-07-03
ADS020,Settings,"Ad scheduling reflects when the business can actually respond to leads/traffic, not running 24/7 by default","For lead-gen businesses specifically, ad scheduling is reviewed against actual business hours/capacity to respond, rather than left at the default of running continuously","Spending budget generating leads outside business hours when nobody can respond promptly measurably hurts lead quality/conversion rate for time-sensitive lead-gen businesses","Low","ad-scheduling|lead-gen|settings",2026-07-03
