id,category,option,best_for,avoid_when,tradeoffs,tags,last_verified
DB045,Social / Federated,Single Sign-On (SAML/OIDC) for B2B Enterprise,"B2B SaaS selling to enterprise customers whose IT department requires centralized identity management via their own IdP (Okta, Azure AD, etc.)","Consumer products or small-team B2B — SSO/SAML implementation and per-customer IdP configuration is real ongoing operational overhead not justified below enterprise deal sizes","Often a hard requirement to close enterprise deals and centralizes access control for the customer's IT team, but adds meaningful implementation and per-customer configuration overhead","sso|saml|oidc|enterprise",2026-07-03
DB046,Authorization Model,Row-Level Security as the Authorization Layer,"Supabase/Postgres apps where 'can this user see/modify this row' should be enforced at the database layer regardless of which code path queries it","Authorization logic that's too dynamic/computed to express as a SQL policy (e.g. depends on an external service call) — enforce that specific case in application code instead","Database-enforced guarantee that survives even a buggy or malicious application-layer bypass attempt; pairs with DB015/DB030 for multi-tenant isolation specifically","rls|authorization|supabase",2026-07-03
DB047,Authorization Model,Role-Based Access Control (RBAC),"Most apps with a handful of clear roles (admin, editor, viewer) where permissions map cleanly to a role, not to fine-grained per-resource rules","Permission logic that varies per resource instance in ways a fixed role can't express (e.g. 'owner of this specific document') — combine with ownership checks or move to ABAC","Simple to reason about and audit ('what can an editor do') but can become a proliferation of near-duplicate roles if requirements get fine-grained enough","rbac|roles|authorization",2026-07-03
DB048,Authorization Model,Attribute-Based / Policy-Based Access Control (ABAC),"Complex authorization requirements where access depends on multiple attributes (user department, resource sensitivity, time of day, relationship to the resource) that RBAC's fixed roles can't express cleanly","Simple apps with a handful of roles — ABAC's flexibility is unneeded complexity there","Handles genuinely complex, multi-factor authorization rules in one evaluated policy, at the cost of being harder to audit at a glance than a fixed role list","abac|policy-engine|authorization",2026-07-03
DB049,Authorization Model,Claims Embedded in JWT (roles/permissions in the token),"Stateless APIs where you want to avoid a DB lookup on every request just to check the caller's role","Permissions that change frequently and need to take effect immediately — a claim baked into a still-valid JWT won't reflect a permission revoked mid-session until the token expires or is refreshed","Avoids a database round-trip per request for authorization checks, but stale claims in a long-lived token are a real risk — keep access-token lifetimes short (pairs with DB033) if using this pattern","jwt|claims|stateless-authz",2026-07-03
DB050,Service Identity,API Key Authentication,"Service-to-service or third-party integrator access where there's no interactive user to log in — issue a scoped, revocable API key per consumer","Interactive end-user-facing auth — API keys are for machine/service consumers, not for a product's own user login","Simple for consumers to use in server-to-server calls, but the key itself is a long-lived bearer credential — scope it minimally, support easy rotation/revocation, and never expose it client-side","api-key|service-to-service|integrations",2026-07-03
DB051,Service Identity,OAuth 2.0 Client Credentials Grant (machine-to-machine),"Service-to-service auth where you want short-lived tokens instead of a long-lived static API key, and both services support OAuth","A quick internal integration where full OAuth client-credentials setup is disproportionate overhead — a scoped API key may be simpler","Short-lived tokens reduce the blast radius of a leaked credential compared to a static API key, at the cost of more setup (token endpoint, client registration) than just issuing a key","oauth|client-credentials|m2m",2026-07-03
DB052,Managed Providers,Supabase Auth,"Projects already on Supabase — get email/password, magic link, social OAuth, and RLS-integrated sessions without standing up separate auth infrastructure","A project needing an identity provider entirely decoupled from its database platform","Auth state integrates directly with RLS policies (`auth.uid()` available in SQL), removing a whole category of 'keep app auth and DB authorization in sync' bugs — but ties you to Supabase's auth model specifically","supabase-auth|managed|rls-integration",2026-07-03
DB053,Managed Providers,Firebase Auth,"Mobile-first apps already using Firebase, needing social login, anonymous auth, and custom claims with minimal setup","Apps needing deep Postgres-level authorization integration (RLS) — Firebase Auth pairs naturally with Firestore, not with a separate SQL database","Extremely fast to set up for mobile with generous free tier, custom claims support role-like authorization, but less naturally integrated if your data layer is a SQL database rather than Firestore","firebase-auth|managed|mobile",2026-07-03
DB054,Managed Providers,NextAuth.js / Auth.js,"Next.js (or similar) apps wanting a self-hosted, DB-agnostic auth library supporting many OAuth providers plus credentials/email, without a third-party managed service dependency","Teams wanting a fully managed, zero-maintenance identity provider — this is a library you host and configure yourself, not a hosted service","Full control and no per-user pricing since you own the infrastructure, but you're responsible for its configuration, session storage adapter, and security updates yourself","nextauth|authjs|self-hosted",2026-07-03
DB055,Managed Providers,"Third-Party Identity Platform (Auth0, Clerk, WorkOS)","Teams wanting a fully managed auth experience (hosted login UI, MFA, SSO, user management dashboard) without building any of it, especially pre-product-market-fit when speed matters most","Cost-sensitive projects at scale — these platforms typically price per monthly active user, which can become a meaningful line item as the user base grows","Fastest path to production-grade auth (MFA, SSO, breach detection, compliance features) built in, at the cost of per-MAU pricing and a dependency on a third party for your login flow's uptime","auth0|clerk|managed-identity",2026-07-03
